filename,band_id,x_center,width,energy,sn_ratio,sharpness,delta_chroma,symmetry,label
821.bmp,0,15,10,34.8616,16.87,20.21,12.2,0.4797,0
821.bmp,1,29,9,50.9952,24.68,17.36,16.39,0.3074,0
821.bmp,2,49,10,51.5947,24.97,11.96,26.27,0.1842,0
822.bmp,0,15,9,52.2703,22.86,3.62,4.41,0,0
822.bmp,1,32,9,94.7505,41.44,15.58,45.57,0.2758,0
822.bmp,2,53,10,63.1694,27.63,12.44,30.11,0.1303,0
822.bmp,3,74,8,17.9695,7.86,7.7,4.15,0.519,0
823.bmp,0,17,12,43.0916,27.69,3.84,22.95,0.7188,0
823.bmp,1,37,11,35.1478,22.58,1.74,17.42,0.3778,0
823.bmp,2,55,10,29.8303,19.17,1.96,15.36,0.2559,0
824.bmp,0,17,12,46.2537,27.78,2.5,18.22,0.6246,0
824.bmp,1,35,10,36.6042,21.98,2.05,18.67,0.3287,0
824.bmp,2,55,11,34.7116,20.85,1.8,18.72,0.1579,0
825.bmp,0,12,11,20.0593,9.37,7.84,8.18,0.2331,0
825.bmp,1,33,12,39.6813,18.54,10.75,13.47,0.1299,0
825.bmp,2,53,11,47.0288,21.98,5.21,18.38,0.2265,0
826.bmp,0,13,13,37.2721,18.36,1.41,20.59,0.251,0
826.bmp,1,32,12,28.6763,14.13,1.39,17.21,0.187,0
826.bmp,2,50,11,28.3752,13.98,1.58,15.48,0.3642,0
827.bmp,0,10,10,20.3379,12.56,9.47,0.89,0.0856,0
827.bmp,1,32,11,46.0988,28.47,16.13,11.66,0.2441,0
827.bmp,2,53,12,63.6999,39.35,10.02,31.87,0.0762,0
827.bmp,3,74,11,13.9651,8.63,1.21,0.26,0.4853,0
828.bmp,0,13,9,28.1489,7.06,11.85,8.97,0.416,0
828.bmp,1,33,12,23.6903,5.94,10.84,18.1,0.4333,0
828.bmp,2,48,6,7.3206,1.84,2.84,5.15,0.7585,1
828.bmp,3,57,10,34.578,8.67,3.47,12.85,0.2081,0
828.bmp,4,72,8,7.1947,1.8,4.04,1.06,0.9041,1
828.bmp,5,84,7,7.5193,1.89,6.54,3.56,0.2452,0
829.bmp,0,6,9,18.4421,7.42,5.64,16.9,0.4183,1
829.bmp,1,24,11,42.5899,17.15,13.37,14.83,0.4464,0
829.bmp,2,45,11,74.8822,30.14,15.92,26.64,0.1307,0
829.bmp,3,68,10,52.0453,20.95,7.11,22.03,0.2817,0
829.bmp,4,99,10,11.6124,4.67,5.24,3.01,0.2139,0
830.bmp,0,20,12,71.405,25.17,16.5,29.65,0.1598,0
830.bmp,1,38,10,42.572,15,18.13,3.43,0.1312,0
830.bmp,2,59,11,81.3494,28.67,8.29,43.63,0.1374,0
830.bmp,3,92,11,21.3743,7.53,3.38,8.77,0.3273,0
831.bmp,0,15,10,58.502,26.55,16.09,14.91,0.3425,0
831.bmp,1,33,9,57.4824,26.09,17.07,12.86,0.2537,0
831.bmp,2,54,10,80.375,36.48,8.83,41.82,0.1782,0
831.bmp,3,89,7,8.7366,3.97,3.02,1.79,0.3393,0
832.bmp,0,19,12,36.0729,8.32,64.18,3.77,0.8902,0
832.bmp,1,42,11,60.4394,13.94,14,25.47,0.2431,0
832.bmp,2,65,10,23.6588,5.46,5.95,5.33,0.0891,0
832.bmp,3,94,10,30.6428,7.07,10.11,10.51,0.1886,0
833.bmp,0,12,9,126.4247,60.53,16.38,32.8,0.5686,0
833.bmp,1,31,8,69.8365,33.44,13,31.19,0.1935,0
833.bmp,2,51,9,92.1047,44.1,33.13,25.69,0.213,0
833.bmp,3,66,14,11.4753,5.49,33.13,1.31,0.6236,0
834.bmp,0,16,9,31.6231,13.98,14.69,8.02,0.5175,0
834.bmp,1,38,11,86.7892,38.37,18.41,41.07,0.334,0
834.bmp,2,56,12,55.1181,24.37,18.58,18.93,0.3046,0
834.bmp,3,74,11,48.7558,21.55,16.56,24,0.2692,0
835.bmp,0,18,11,29.4761,13.8,17.21,4.34,0.3793,0
835.bmp,1,36,10,91.5479,42.85,14.8,41.98,0.0844,0
835.bmp,2,54,10,88.862,41.59,0.96,12.18,0.1744,0
835.bmp,3,75,11,98.9597,46.32,17.05,49.1,0.3637,0
836.bmp,0,13,8,18.3721,10.68,9.78,4.65,0.2622,0
836.bmp,1,37,10,45.767,26.61,19.62,11.39,0.335,0
836.bmp,2,58,11,102.5214,59.62,14.25,41.58,0.4961,0
836.bmp,3,78,10,76.2873,44.36,15.73,38.81,0.1543,0
837.bmp,0,16,10,39.0631,29.53,14.85,5.04,0.2441,0
837.bmp,1,36,10,74.6135,56.41,11.14,34.33,0.0623,0
837.bmp,2,55,11,77.032,58.24,28.46,5.59,0.1871,0
837.bmp,3,75,11,56.8866,43.01,21.35,16.27,0.2636,0
838.bmp,0,13,12,45.659,33.5,21.52,19.94,0.4271,0
838.bmp,1,31,9,85.3049,62.58,18.5,37.61,0.2503,0
838.bmp,2,49,8,89.9397,65.98,17.29,28.21,0.4068,0
838.bmp,3,74,9,32.5175,23.86,9.88,11.81,0.3309,0
839.bmp,0,10,9,48.6183,33.45,17.36,6.6,0.1115,0
839.bmp,1,31,9,78.6193,54.09,28.75,4.34,0.1888,0
839.bmp,2,52,10,69.3883,47.74,12.69,26.86,0.1933,0
839.bmp,3,71,12,10.2665,7.06,6.03,5.17,0.5987,0
840.bmp,0,15,11,27.5841,19.84,13.09,4.16,0.3672,0
840.bmp,1,39,10,93.0296,66.91,17.64,41.36,0.2323,0
840.bmp,2,57,11,89.4061,64.31,16.63,44.68,0.2121,0
840.bmp,3,76,9,51.6085,37.12,18.04,14.79,0.2116,0
841.bmp,0,12,9,25.5088,18.55,11.93,6.64,0.7555,0
841.bmp,1,40,10,71.5216,52.01,6.82,24.69,0.4236,0
841.bmp,2,58,9,77.9982,56.72,29.34,19.32,0.2306,0
841.bmp,3,76,9,83.4984,60.72,18,23.99,0.866,0
842.bmp,0,5,7,13.7379,6.55,7.35,5.95,0.4476,0
842.bmp,1,26,10,61.5081,29.35,10.02,30.62,0.2164,0
842.bmp,2,47,11,19.2157,9.17,5.1,3.94,1,0
842.bmp,3,66,9,77.2795,36.87,11.78,34.84,0.3436,0
843.bmp,0,16,13,25.2704,14.8,12.92,2.24,0.259,0
843.bmp,1,40,11,71.5014,41.86,8.2,33.28,0.283,0
843.bmp,2,57,11,61.7924,36.18,19.55,24.87,0.1148,0
843.bmp,3,78,11,45.0222,26.36,10.57,23.11,0.3708,0
844.bmp,0,12,10,60.4295,7.37,16.81,23.78,0.5136,0
844.bmp,1,33,10,67.0756,8.18,39.44,42.18,0.9175,0
844.bmp,2,48,10,101.2885,12.35,29.95,59.16,0.5928,0
844.bmp,3,62,9,97.0788,11.84,23.23,61.29,0.5045,0
844.bmp,4,80,7,67.0818,8.18,25.01,35.65,0.6996,0
845.bmp,0,12,10,29.5153,11.07,10.58,5.11,0.7629,0
845.bmp,1,43,8,34.3578,12.88,10.12,2.45,0.4596,0
845.bmp,2,60,9,51.4301,19.29,9.02,26.58,0.2421,0
845.bmp,3,78,9,70.4613,26.42,13.75,26.59,0.9652,0
846.bmp,0,12,10,53.155,21.23,7.05,11.99,0.4892,0
846.bmp,1,31,9,89.9361,35.92,9.85,44.03,0.3945,0
846.bmp,2,54,11,24.6261,9.84,11.35,5.62,0.3064,0
846.bmp,3,79,10,16.6225,6.64,6.45,2.33,0.6656,0
847.bmp,0,15,10,107.5844,65.6,11.92,40.98,0.6803,0
847.bmp,1,32,8,72.7402,44.35,18.61,29.56,0.3023,0
847.bmp,2,56,10,93.2533,56.86,18.33,46.48,0.1178,0
847.bmp,3,78,13,16.2137,9.89,7.87,4.76,0.3032,0
848.bmp,0,11,9,111.4498,51.52,18.82,57.81,0.6095,0
848.bmp,1,26,9,35.0917,16.22,7.92,29.45,0.3116,0
848.bmp,2,44,12,51.1047,23.63,23.57,14.5,0.2104,0
848.bmp,3,75,10,17.7184,8.19,14.69,11,0.368,0
849.bmp,0,11,13,19.3513,7.66,8.61,0.69,0.8148,0
849.bmp,1,31,10,60.6647,24,19.11,14.68,0.1286,0
849.bmp,2,50,10,81.4125,32.21,14.14,33.69,0.0806,0
849.bmp,3,67,9,35.6498,14.11,13.14,5.15,0.7627,0
850.bmp,0,7,8,32.6016,17.95,17.9,6.94,0.4095,0
850.bmp,1,33,9,72.6606,40.01,13.5,32.35,0.3162,0
850.bmp,2,52,7,70.2133,38.66,29.76,15.65,0.3141,0
850.bmp,3,71,13,45.1982,24.89,20.67,10.27,0.4746,0
851.bmp,0,11,9,44.5749,16.18,11.87,18.21,0.467,0
851.bmp,1,30,10,55.4996,20.15,23.24,13.67,0.2453,0
851.bmp,2,50,8,74.5172,27.05,28.42,13.41,0.3087,0
851.bmp,3,72,8,27.6991,10.05,12.64,4.38,0.1904,0
852.bmp,0,39,12,104.1527,114.82,10.03,53.56,0.4221,0
852.bmp,1,63,12,33.511,36.94,3.32,1.74,0.7281,0
852.bmp,2,85,13,77.33,85.25,6.89,53.16,0.1796,0
853.bmp,0,10,9,31.2767,13.26,14.66,4.67,0.4201,0
853.bmp,1,31,9,68.8287,29.17,24.7,9.58,0.1183,0
853.bmp,2,51,9,65.9503,27.95,14.52,29.75,0.0755,0
853.bmp,3,75,10,13.1327,5.57,5.06,6.05,0.2356,0
854.bmp,0,13,9,21.9871,11.76,6.95,4.76,0.2829,0
854.bmp,1,36,8,23.2517,12.43,13.04,14.83,0.3918,0
854.bmp,2,56,11,11.757,6.29,7.98,13.67,0.2354,0
854.bmp,3,74,11,96.5926,51.65,20.13,40.31,0.2561,0
855.bmp,0,11,9,46.1721,26.25,22.56,9.05,0.7231,0
855.bmp,1,28,11,55.3239,31.46,20.86,0.57,0.2962,0
855.bmp,2,48,8,42.6964,24.28,17.09,10.66,0.2414,0
855.bmp,3,74,8,22.9786,13.07,14.6,3.85,0.5407,0
856.bmp,0,17,10,53.6677,19.98,14.66,20.12,0.8149,0
856.bmp,1,35,9,102.0936,38.01,18.37,50.31,0.2988,0
856.bmp,2,50,8,105.5891,39.31,20.58,51.34,0.132,0
856.bmp,3,77,10,48.1239,17.92,20.52,11.42,0.4186,0
857.bmp,0,3,6,35.0084,20.75,19.26,6.45,0.1722,0
857.bmp,1,25,10,33.0845,19.61,10.55,15.11,0.1839,0
857.bmp,2,43,11,57.3286,33.98,10.08,28.63,0.0751,0
857.bmp,3,61,14,10.0189,5.94,10.56,1.85,0.8551,0
858.bmp,0,13,11,21.3737,15.36,11.61,7.63,0.5203,0
858.bmp,1,36,13,51.115,36.72,2.98,6.55,0.873,0
858.bmp,2,55,10,70.3486,50.54,28.1,14.81,0.3715,0
858.bmp,3,77,10,94.4297,67.84,16.55,44.16,0.1381,0
859.bmp,0,14,11,34.3831,17.85,14.29,8.27,0.5545,0
859.bmp,1,37,11,101.8279,52.86,12.43,51.84,0.2795,0
859.bmp,2,56,11,36.0671,18.72,2.19,2.23,0.7678,0
859.bmp,3,75,11,125.7714,65.29,14.27,58.49,0.4971,0
860.bmp,0,16,11,9.4959,4.49,4.42,5.39,0.7559,0
860.bmp,1,43,9,16.8438,7.96,6.6,6.61,0.2639,0
860.bmp,2,63,12,136.8052,64.68,15.01,72.94,0.0817,0
860.bmp,3,83,9,49.4248,23.37,3.06,28.05,0.5187,0
861.bmp,0,15,7,11.0853,4.69,5.44,5.86,0.7159,0
861.bmp,1,41,9,41.9582,17.75,3.87,19.74,0.2999,0
861.bmp,2,62,10,38.6082,16.33,8.73,19.37,0.4191,0
861.bmp,3,82,11,49.3017,20.85,4.29,24.04,0.3927,0
862.bmp,0,8,9,67.1285,39.07,3.85,21.12,0.3265,0
862.bmp,1,29,9,68.8065,40.04,6.08,36.17,0.4152,0
862.bmp,2,48,10,59.9715,34.9,2.79,13.07,1,0
862.bmp,3,73,17,16.8179,9.79,9.91,5.65,0.3101,0
863.bmp,0,14,9,12.2083,6.8,4.49,5.05,0.347,0
863.bmp,1,49,8,41.3484,23.04,11.75,15.45,0.284,0
863.bmp,2,63,11,81.252,45.27,12.81,28.07,0.6899,0
863.bmp,3,77,8,20.2644,11.29,10.53,1.82,0.3332,0
864.bmp,0,5,9,39.0659,16.03,17.15,4.3,0.3291,0
864.bmp,1,32,15,12.2531,5.03,25.37,9.12,0.7918,0
864.bmp,2,52,12,65.7349,26.98,27.26,15.71,0.2451,0
864.bmp,3,73,10,14.6745,6.02,7.1,8.04,0.5582,0
865.bmp,0,18,9,18.2692,13.39,9.66,4.55,0.3044,0
865.bmp,1,36,10,79.4307,58.2,13.52,36.04,0.2449,0
865.bmp,2,54,11,80.9611,59.32,1.79,3.44,0.2629,0
865.bmp,3,74,11,89.0512,65.25,14.79,43.34,0.0569,0
866.bmp,0,15,10,20.7237,12.36,6.38,7.98,0.5917,0
866.bmp,1,39,10,86.238,51.45,13.21,35.22,0.1473,0
866.bmp,2,57,12,52.64,31.4,20.58,18.46,0.5004,0
866.bmp,3,73,11,43.9885,26.24,24.92,12.38,0.87,0
867.bmp,0,11,9,14.2815,9.69,7.43,4.33,0.6063,0
867.bmp,1,36,10,38.0483,25.82,15.02,5.93,0.0937,0
867.bmp,2,58,11,97.0914,65.9,14.16,31.07,0.3519,0
867.bmp,3,76,10,57.2594,38.86,13.8,30.82,0.1696,0
868.bmp,0,16,10,27.9058,18.33,12.28,5.63,0.4953,0
868.bmp,1,36,10,56.7553,37.28,7.68,23.75,0.3036,0
868.bmp,2,55,12,60.9646,40.05,23.4,3.88,0.2299,0
868.bmp,3,76,12,54.1506,35.57,19,18.29,0.2085,0
869.bmp,0,14,11,25.9433,16.51,13.9,7.82,0.2419,0
869.bmp,1,37,11,78.4873,49.94,13.11,35.91,0.1525,0
869.bmp,2,56,11,76.5651,48.72,15.78,28.26,0.3721,0
869.bmp,3,75,11,38.9763,24.8,16.18,10.97,0.1457,0
870.bmp,0,16,14,13.3398,6.4,8.02,3.69,0.3522,0
870.bmp,1,40,12,62.7531,30.11,12.38,27.26,0.8669,0
870.bmp,2,59,11,48.2685,23.16,15.4,18.83,0.0784,0
870.bmp,3,78,10,39.7081,19.05,12.4,19.86,0.3248,0
871.bmp,0,12,9,40.0708,23.84,13.91,7.98,0.2402,0
871.bmp,1,37,10,50.4744,30.03,18.98,4.21,0.0251,0
871.bmp,2,57,9,38.9317,23.16,10.27,8.91,0.6448,0
871.bmp,3,75,11,92.6873,55.14,18.62,44.13,0.1854,0
872.bmp,0,12,11,38.2972,19.59,13.11,10.13,0.2653,0
872.bmp,1,34,9,62.8715,32.16,17.9,6.55,0.337,0
872.bmp,2,54,11,71.3797,36.51,11.27,31.31,0.3203,0
872.bmp,3,75,12,15.6988,8.03,5.1,5.54,0.5517,0
873.bmp,0,13,9,86.2913,41.35,12.41,39.45,0.4254,0
873.bmp,1,32,9,87.9766,42.16,13.7,40.35,0.3562,0
873.bmp,2,48,9,84.6642,40.57,17.81,28.65,0.3714,0
873.bmp,3,62,8,86.4968,41.45,18.77,35.16,0.1531,0
873.bmp,4,81,7,90.9357,43.57,14.3,31.42,0.5725,0
874.bmp,0,15,11,39.6127,30.86,9.21,19.39,0.2673,0
874.bmp,1,33,10,72.6458,56.6,13.4,31.54,0.1702,0
874.bmp,2,51,9,62.4717,48.67,12.01,21.83,0.3828,0
874.bmp,3,79,10,20.4913,15.96,11.86,7.53,0.1995,0
875.bmp,0,8,7,24.7556,11.79,11.16,2.62,0.2272,0
875.bmp,1,29,11,64.0826,30.52,6.85,29.97,0.1269,0
875.bmp,2,51,9,24.5459,11.69,8.37,3.27,0.3054,0
875.bmp,3,70,9,57.7325,27.49,10.77,28.72,0.0669,0
876.bmp,0,10,9,36.0823,18.51,11.93,4.79,0.2756,0
876.bmp,1,32,9,56.0821,28.77,16.37,4.93,0.2219,0
876.bmp,2,52,9,48.5458,24.9,7.7,23.98,0.1185,0
876.bmp,3,75,8,11.4592,5.88,7.48,5.38,0.1669,0
877.bmp,0,11,14,8.4839,3.39,5.41,0.3,0.8401,0
877.bmp,1,41,12,69.8169,27.86,13.01,16.44,0.9861,0
877.bmp,2,64,12,35.7137,14.25,1.24,14.05,0.9696,0
877.bmp,3,85,8,16.3253,6.51,0.96,37.64,0.3693,0
878.bmp,0,13,9,46.6477,27.03,8.53,23.43,0.1906,0
878.bmp,1,31,9,42.6155,24.69,14.75,6.09,0.2476,0
878.bmp,2,51,9,58.7533,34.04,19.77,8.73,0.3964,0
878.bmp,3,74,9,17.4152,10.09,7.49,5.22,0.1027,0
879.bmp,0,9,10,20.5329,13.12,9.73,5.44,0.1468,0
879.bmp,1,35,8,67.5964,43.21,14.4,30.05,0.4088,0
879.bmp,2,54,8,67.719,43.29,23.64,15.18,0.5383,0
879.bmp,3,75,9,47.464,30.34,20,15.08,0.2497,0
880.bmp,0,15,10,86.8532,43.12,8.81,45.34,0.352,0
880.bmp,1,32,8,62.3174,30.94,13.02,26.78,0.3987,0
880.bmp,2,55,11,78.7514,39.1,15.74,38.05,0.0671,0
880.bmp,3,81,14,10.5803,5.25,5.16,5.25,0.686,0
881.bmp,0,13,9,29.3767,11.86,11.49,4.38,0.2227,0
881.bmp,1,35,9,31.6302,12.77,6.78,8.88,0.2036,0
881.bmp,2,54,11,54.5665,22.03,4.8,24.63,0.2741,0
881.bmp,3,72,6,8.3752,3.38,7.43,1.3,0.1753,0
882.bmp,0,15,12,22.8864,15.1,9.07,7.25,0.2101,0
882.bmp,1,39,11,89.5841,59.12,10.67,47.62,0.15,0
882.bmp,2,57,10,34.4813,22.75,1.38,16.59,0.4956,0
882.bmp,3,78,10,113.6821,75.02,11.37,62.42,0.3322,0
883.bmp,0,10,12,15.1036,7.65,6.48,6.15,0.5564,0
883.bmp,1,35,12,52.1034,26.4,15.19,13.38,1,0
883.bmp,2,52,10,55.9008,28.33,25.74,14.09,0.2962,0
883.bmp,3,74,11,75.1111,38.06,15.09,36.79,0.2425,0
884.bmp,0,16,11,62.6169,31.27,8.94,31.12,0.6058,0
884.bmp,1,34,9,106.5376,53.2,16.07,45.33,0.4695,0
884.bmp,2,54,11,40.0335,19.99,12.81,9.24,0.2877,0
884.bmp,3,81,9,20.6408,10.31,7.91,8.4,0.2798,0
885.bmp,0,13,12,18.8936,10.64,8.25,3.42,0.989,0
885.bmp,1,33,9,40.1333,22.6,13.28,8.96,0.1574,0
885.bmp,2,53,11,61.1245,34.42,6.72,27.37,0.3042,0
885.bmp,3,70,8,19.5924,11.03,10.03,2.17,0.7999,0
886.bmp,0,14,11,52.6943,28.08,19.58,13.26,0.5,0
886.bmp,1,31,10,57.059,30.41,7.07,29.95,0.1847,0
886.bmp,2,50,9,42.668,22.74,19.02,10.25,0.4643,0
886.bmp,3,74,8,10.8287,5.77,2.38,5.49,0.1354,0
887.bmp,0,10,9,119.957,73.49,13.46,61.96,0.2426,0
887.bmp,1,29,8,60.0553,36.79,6.37,28.32,0.1087,0
887.bmp,2,49,9,72.3398,44.32,22.31,20.22,0.1523,0
887.bmp,3,72,10,30.9864,18.98,12.99,7.39,0.5081,0
888.bmp,0,19,11,18.1807,11.45,8.02,6.76,0.3879,0
888.bmp,1,49,10,43.2575,27.25,17.06,9.7,0.3173,0
888.bmp,2,66,10,71.0727,44.78,11.17,32.45,0.0875,0
889.bmp,0,19,10,48.6527,24.01,13.81,22.85,0.1572,0
889.bmp,1,35,9,96.7828,47.75,19.64,46.03,0.3596,0
889.bmp,2,52,8,93.3279,46.05,20.16,41.75,0.3899,0
889.bmp,3,81,11,35.6654,17.6,15.8,10.93,0.1753,0
890.bmp,0,18,9,19.4201,11.88,9,3.89,0.323,0
890.bmp,1,46,11,64.0208,39.15,3.9,33.4,0.21,0
890.bmp,2,62,11,51.9066,31.74,19.86,11.67,0.7882,0
890.bmp,3,80,9,73.9461,45.22,14.26,34.28,0.2708,0
891.bmp,0,12,10,106.3135,62.05,20.45,51.68,0.3122,0
891.bmp,1,27,10,56.903,33.21,24.38,26.54,0.6119,0
891.bmp,2,45,12,58.2501,34,23.05,14.81,0.4047,0
891.bmp,3,75,12,32.9973,19.26,14.96,7.6,0.1113,0
892.bmp,0,11,10,16.5474,10.78,6.56,3.55,0.6387,0
892.bmp,1,42,11,19.3071,12.58,6.71,5.54,0.4484,0
892.bmp,2,61,12,113.6441,74.07,18.03,53.32,0.2128,0
892.bmp,3,81,12,58.1967,37.93,3.09,1.32,0.2853,0
893.bmp,0,11,11,10.9737,7.93,5.48,3.34,0.1643,0
893.bmp,1,37,9,47.3638,34.24,4.81,21.09,0.2412,0
893.bmp,2,57,10,51.8941,37.51,6.36,28.16,0.2177,0
893.bmp,3,76,13,61.4654,44.43,4.46,34.68,0.6417,0
894.bmp,0,15,11,13.8611,10.4,1.22,5.78,0.3409,0
894.bmp,1,49,9,53.2437,39.93,8.95,21.33,0.2337,0
894.bmp,2,64,9,66.8214,50.11,9.23,22.51,0.6017,0
894.bmp,3,78,14,5.2153,3.91,9.23,13.27,0.7967,0
895.bmp,0,11,10,63.0789,20.77,4.96,34.38,0.4164,0
895.bmp,1,32,10,60.5254,19.93,5.52,32.83,0.4835,0
895.bmp,2,50,9,51.0808,16.82,2.52,2.23,1,0
896.bmp,0,8,10,31.433,13.55,16.64,7.82,0.3894,0
896.bmp,1,30,13,15.6527,6.75,1,23.82,0.164,0
896.bmp,2,55,13,54.9932,23.7,15.45,11.91,0.0723,0
896.bmp,3,72,9,9.635,4.15,4.45,4.57,0.5917,0
897.bmp,0,14,14,6.5057,4.35,3.44,4.81,0.9364,0
897.bmp,1,40,9,45.4212,30.36,18.22,3.06,0.2795,0
897.bmp,2,61,10,45.7495,30.57,5.67,21.21,0.2717,0
897.bmp,3,75,10,47.9103,32.02,20.6,3.18,0.4875,0
898.bmp,0,11,6,38.6423,18.1,17.37,2.37,0.5706,0
898.bmp,1,31,8,58.5456,27.43,24.41,11.63,0.0982,0
898.bmp,2,51,9,69.4833,32.55,14.04,33.64,0.1512,0
899.bmp,0,12,11,15.8116,5.08,7.86,3,0.5058,0
899.bmp,1,37,10,67.1598,21.59,17.25,26.08,0.2507,0
899.bmp,2,60,8,42.3227,13.6,18.54,15.81,0.367,0
899.bmp,3,78,10,74.1972,23.85,11.69,28.96,0.5584,0
900.bmp,0,13,9,20.5322,7.72,9.59,5.48,0.6413,0
900.bmp,1,37,11,46.8965,17.62,14.44,11.18,0.2596,0
900.bmp,2,58,10,106.9993,40.21,7.8,47.78,0.0917,0
900.bmp,3,77,11,68.3217,25.67,12.67,21.41,0.7401,0
901.bmp,0,13,8,57.9368,24.62,10.1,26.05,0.5081,0
901.bmp,1,33,10,49.1266,20.88,17.76,11.08,0.1026,0
901.bmp,2,52,9,79.1424,33.63,29.51,16.45,0.0678,0
901.bmp,3,74,9,18.3566,7.8,7.45,6.96,0.5739,0
902.bmp,0,21,11,19.5377,12.03,5.68,6.56,0.5718,0
902.bmp,1,38,10,91.7522,56.51,23.51,45.15,0.3583,0
902.bmp,2,57,10,89.3071,55.01,0.66,1.37,0.1379,0
902.bmp,3,78,11,91.74,56.5,18.31,44.18,0.4603,0
903.bmp,0,18,9,25.0214,18.16,7.2,6.9,0.4296,0
903.bmp,1,38,10,75.4761,54.77,8.94,39,0.233,0
903.bmp,2,57,12,68.1575,49.45,27.59,8.75,0.1178,0
903.bmp,3,76,12,52.2905,37.94,23.85,15.63,0.5704,0
904.bmp,0,16,10,37.9835,16.74,13.79,10.02,0.5344,0
904.bmp,1,38,10,60.4727,26.65,25.53,6.51,0.1429,0
904.bmp,2,59,8,50.5138,22.26,14.11,23.97,0.3366,0
904.bmp,3,76,10,111.1064,48.96,21.36,53.35,0.5148,0
905.bmp,0,11,13,22.5638,10.08,12.37,7.92,0.4868,0
905.bmp,1,39,11,68.7707,30.73,5.66,34.5,0.1985,0
905.bmp,2,58,11,48.1978,21.54,10.84,19.26,0.1328,0
905.bmp,3,77,10,41.767,18.67,12.53,17.11,0.724,0
906.bmp,0,12,10,48.9365,16.81,11.01,18.83,0.6263,0
906.bmp,1,30,9,82.029,28.18,19.63,38.68,0.051,0
906.bmp,2,48,8,73.7425,25.33,16.76,30.94,0.3638,0
906.bmp,3,76,10,31.3432,10.77,16.24,9.53,0.2479,0
907.bmp,0,10,9,47.9492,14.05,20.8,12.98,0.2686,0
907.bmp,1,30,8,73.3201,21.48,28.15,19.55,0.0683,0
907.bmp,2,50,9,75.2018,22.03,13.58,38.5,0.1737,0
907.bmp,3,70,11,11.7337,3.44,5.38,5.39,0.5983,0
908.bmp,0,7,9,52.6129,40.26,15.2,21.16,0.0738,0
908.bmp,1,25,9,52.8557,40.44,14.78,19.19,0.1968,0
908.bmp,2,41,8,41.4546,31.72,20.75,5.62,0.3616,0
908.bmp,3,72,12,4.1808,3.2,2.87,3.97,0.552,0
909.bmp,0,10,9,48.0561,30.29,20.35,14.82,0.1919,0
909.bmp,1,31,9,50.8209,32.03,11.26,19.76,0.3747,0
909.bmp,2,48,11,70.0441,44.15,11.4,21,0.9103,0
909.bmp,3,67,9,13.0738,8.24,6.64,3.96,0.6978,0
910.bmp,0,12,10,46.1519,30.68,15.87,19.5,0.1741,0
910.bmp,1,28,9,73.9422,49.15,33.61,14.39,0.1431,0
910.bmp,2,47,12,56.5981,37.62,13.09,17.81,0.876,0
910.bmp,3,74,8,17.9876,11.96,5.01,4.98,0.2326,0
911.bmp,0,11,8,101.8552,29.56,19.67,35.71,0.4411,0
911.bmp,1,29,9,82.6462,23.99,26.63,26.08,0.334,0
911.bmp,2,43,10,72.094,20.92,28.68,16.12,0.5536,0
911.bmp,3,59,9,64.0162,18.58,14.9,29.45,0.2151,0
911.bmp,4,76,9,76.9644,22.34,15.35,27.89,0.4959,0
912.bmp,0,13,9,12.8819,8.07,6.2,4.88,0.5196,0
912.bmp,1,48,8,51.5622,32.3,11.91,18.66,0.4726,0
912.bmp,2,62,9,91.9147,57.57,14.04,33.05,0.7259,0
912.bmp,3,78,8,14.4012,9.02,8.38,3.52,0.2567,0
913.bmp,0,15,12,21.3612,6.83,10.77,4.78,0.3399,0
913.bmp,1,40,10,84.9847,27.15,16.92,41.33,0.1591,0
913.bmp,2,58,11,86.3656,27.6,17.32,44.36,0.2735,0
913.bmp,3,77,12,48.5773,15.52,18.12,12.14,0.7328,0
914.bmp,0,14,8,26.5654,14.88,11.55,5.88,0.3584,0
914.bmp,1,38,10,36.7744,20.6,2.65,16.95,0.4895,0
914.bmp,2,58,9,46.5789,26.09,1.81,20.46,0.1985,0
914.bmp,3,76,13,55.6809,31.19,1.8,1.86,0.8018,0
915.bmp,0,14,12,30.6561,10.53,13.19,6.74,0.2405,0
915.bmp,1,42,11,54.1985,18.61,26.33,5.84,0.0345,0
915.bmp,2,63,10,45.8781,15.75,16.63,25.03,0.4333,0
915.bmp,3,78,10,94.1262,32.32,17.99,43.9,0.2011,0
916.bmp,0,14,11,15.2267,3.31,3.71,2.95,0.1619,0
916.bmp,1,40,10,65.1139,14.17,4.11,3.01,0.1707,0
916.bmp,2,60,10,67.0649,14.59,27.01,16.92,0.2135,0
916.bmp,3,80,10,73.5225,16,15.74,35,0.5909,0
917.bmp,0,8,10,20.0251,8.02,9.07,14.39,0.0984,0
917.bmp,1,26,10,41.7428,16.72,14.64,10.04,0.1868,0
917.bmp,2,45,10,69.2511,27.73,12.45,29.16,0.2501,0
917.bmp,3,65,12,13.461,5.39,4.35,2.86,0.4811,0
918.bmp,0,15,11,26.4223,12.08,11.86,5.84,0.1072,0
918.bmp,1,41,9,57.8992,26.47,16.67,14.53,0.5189,0
918.bmp,2,57,9,71.5809,32.73,18.18,27.92,0.1765,0
918.bmp,3,74,10,48.0218,21.96,15.79,21.36,0.1223,0
919.bmp,0,5,9,8.2302,2.44,2.42,8.04,0,0
